International Designator,National Designator,Name of Space Object,State/Organization,Date of Launch,GSO Location,UN Registered,Registration Document,Other Documents,Status,Date of Decay or Change,Function of Space Object,Secretariat`s Remarks,External website,_year
2021-073D,,LEDSAT ,Italy,8/17/2021,,Yes,ST/SG/SER.E/1228,,in orbit,,LEDSAT is a 1U CubeSat aimed at demonstrating a LED-based payload for optical tracking from ground. The satellite was conceived in 2016 by Sapienza University of Rome (S5Lab research team) and University of Michigan. The spacecraft was selected in 2017 for the second edition of the European Space agency (ESA) Education Office “Fly Your Satellite!” Programme. The satellite development is supported by ASI (Italian Space Agency) in the framework of the IKUNS (Italian-Kenyan University Nano-Satellites) Programme: LEDSAT is the second IKUNS satellite to be conceived and developed and the third to be launched (after 1KUNS-PF and WildTrackCube-SIMBA / IKUNS-3).,The registration submission for this space object is presently being processed by the United Nations Secretariat.,Link,2021
2021-073E,,PNEO4 [PLÉIADES NEO 4],France,8/17/2021,,Yes,ST/SG/SER.E/1047,,in orbit,,Earth observation,------,,2021
2021-073A,,BRO 4 ,France,8/17/2021,,Yes,ST/SG/SER.E/1047,,in orbit,,Unseenlabs maritime surveillance,------,,2021
2021-073C,FIN-17-SAT-2021,Sunstorm ,Finland,8/17/2021,,Yes,ST/SG/SER.E/1019,,in orbit,,2U CubeSat for demonstrating a new solar X-ray flux monitor to detect coronal mass ejections and solar flares from the Sun,------,,2021
2021-072A,,Cygnus NG-16 ,USA,8/10/2021,,Yes,ST/SG/SER.E/1031,ST/SG/SER.E/1041,[deorbited],12/15/2021,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,2021
2021-071A,,ChinaSat 2E [(ZHONGXING 2E)],China,8/5/2021,,Yes,ST/SG/SER.E/1123,,in GSO,,Communications satellite,------,,2021
2021-070B,,Multimedia Beta Test Satellite-B (GMS-BETA-B) [(KL BETA-B)],China,8/4/2021,,Yes,ST/SG/SER.E/1123,,in orbit,,"Remote sensing imagery of the Earth, Ka-band signal transmission",------,,2021
2021-070A,,Multimedia Beta Test Satellite-A (GMS-BETA-A) [(KL BETA-A)],China,8/4/2021,,Yes,ST/SG/SER.E/1123,,in orbit,,"Remote sensing imagery of the Earth, Ka-band signal transmission",------,,2021
2021-069B,,EUTELSAT QUANTUM ,France,7/30/2021,+048 degrees East,Yes,ST/SG/SER.E/1047,,in GSO,,Telecommunications,------,,2021
[2021-069A],, [STARONE D2],[(for Brazil)],[2021-07-30],[-070.0 degrees East],No,,,[in GSO],,------,Not registered with the United Nations.,,2021
2021-067A,,Tianhui 1-04 ,China,7/29/2021,,Yes,ST/SG/SER.E/1123,,in orbit,,Remote sensing satellite,------,,2021
2021-068A,,Monolith ,USA,7/29/2021,,Yes,ST/SG/SER.E/1024,ST/SG/SER.E/1040,in orbit,,Spacecraft engaged in investigation of spaceflight techniques and technology,Mentioned by New Zealand in ST/SG/SER.E/1040.,,2021
2021-059CR,ROLEU.ESP.28,NEPTUNO 1 [(NEPT-1)],Spain,[2021-07-24],,Yes,ST/SG/SER.E/1016,,[decayed],[2024-08-15],"To respond to maritime security challenges and monitor maritime traffic The general objective of the NEPTUNO project is to respond to current and future maritime security challenges through the experimental development of the design of a constellation of nanosatellites in orbit and a prototype (CubeSats) in low Earth orbit (an altitude of between 200 km and 2,000 km) to monitor maritime traffic through Automatic Identification System (AIS) capture and an advanced information system capable of analysing the millions of pieces of data acquired by ground stations using artificial intelligence",Day of launch is date of deployment from ION SCV-003 (international designator 2021-059AK).,,2021
2021-059CQ,FIN-16-SAT-2021,W CUBE ,Finland,7/22/2021,,Yes,ST/SG/SER.E/1013,,in orbit,,3U CubeSat for atmospheric and ionospheric channel propagation characterization at W-band.,Date of launch and date of deployment provided by State of registry in ST/SG/SER.E/1013. Day of launch is date of deployment from ION SCV-003 (international designator 2021-059AK).,,2021
[2021-066A],3571-2021-008,Nauka multipurpose laboratory module ,Russian Federation,7/21/2021,,Yes,ST/SG/SER.E/1021,,in orbit,,Implementation of the Russian programme of applied scientific research and experiments aboard the Russian segment of the International Space Station,ISS Flight Element.,,2021
2021-059CP,BG-2021-01,SPARTAN ,Bulgaria,7/21/2021,,Yes,ST/SG/SER.E/1295,,in orbit,,Earth observation,The registration submission for this space object is presently being processed by the United Nations Secretariat. Day of launch is date of deployment from ION SCV-003 (international designator 2021-059AK).,,2021
2021-065A,,Yaogan 30 Group-10 Satellite-28 (Yaogan-30 AD) ,China,7/19/2021,,Yes,ST/SG/SER.E/1123,,in orbit,,Remote sensing satellite,------,,2021
2021-065D,,Yaogan 30 Group-10 Satellite-30 (Yaogan-30 AF) ,China,7/19/2021,,Yes,ST/SG/SER.E/1123,,in orbit,,Remote sensing satellite,------,,2021
2021-065C,,Yaogan 30 Group-10 Satellite-29 (Yaogan-30 AE) ,China,7/19/2021,,Yes,ST/SG/SER.E/1123,,in orbit,,Remote sensing satellite,------,,2021
[2021-065B],, [TIANQI 15],[China],[2021-07-19],,No,,,[in orbit],,------,Not registered with the United Nations.,,2021
[2021-059CN],, [NAPA 2],[(for Thailand)],[2021-07-18],,No,,,[in orbit],,------,Not registered with the United Nations. Day of launch is date of deployment from ION SCV-003 (international designator 2021-059AK).,,2021
2021-059CM,,Ghalib ,United Arab Emirates,[2021-07-16],,Yes,ST/SG/SER.E/1048,,[decayed],[2024-04-17],Technology demonstration – in-orbit demonstration,Day of launch is date of deployment from ION SCV-003 (international designator 2021-059AK).,,2021
2021-059BS,AE-21-04,QMR KWT ,United Arab Emirates,[2021-07-16],,Yes,ST/SG/SER.E/1027,ST/SG/SER.E/1027/Add.1,decayed,9/7/2024,QMR-KWT is an amateur and educational 1U CubeSat that serves as a platform for the “Code in Space” initiative which gives the opportunity to students from around the world to engage and learn about satellite technology,State of registry notes in ST/SG/SER.E/1027 that Small-satellite missions are not subject to any form of mandatory coordination. The notification of a space station was submitted to the International Telecommunications Union by Bulgaria (references: API/A/12628 and API/B/1541). National designator provided in ST/SG/SER.E/1027/Add.1. Day of launch is date of deployment from ION SCV-003 (international designator 2021-059AK).,,2021
2021-064B,,Zhongzi Satellite Constellation Group-02 Satellite-02 (Ningxia 1 7) ,China,7/9/2021,,Yes,ST/SG/SER.E/1123,,in orbit,,Earth remote sensing,------,,2021
2021-064A,,Zhongzi Satellite Constellation Group-02 Satellite-01 (Ningxia 1 6) ,China,7/9/2021,,Yes,ST/SG/SER.E/1123,,in orbit,,Earth remote sensing,------,,2021
2021-064C,,Zhongzi Satellite Constellation Group-02 Satellite-03 (Ningxia 1 8) ,China,7/9/2021,,Yes,ST/SG/SER.E/1123,,in orbit,,Earth remote sensing,------,,2021
2021-064D,,Zhongzi Satellite Constellation Group-02 Satellite-04 (Ningxia 1 9) ,China,7/9/2021,,Yes,ST/SG/SER.E/1123,,in orbit,,Earth remote sensing,------,,2021
2021-064E,,Zhongzi Satellite Constellation Group-02 Satellite-05 (Ningxia 1 10) ,China,7/9/2021,,Yes,ST/SG/SER.E/1123,,in orbit,,Earth remote sensing,------,,2021
2021-063A,,Tianlian 1-05 ,China,7/6/2021,,Yes,ST/SG/SER.E/1123,,in GSO,,Communications satellite,------,,2021
2021-062A,,Fengyun 3E (FY-3E) ,China,7/4/2021,,Yes,ST/SG/SER.E/1123,,in orbit,,"Operating in a sun-synchronous dawn-dusk orbit, FY-3E is equipped with comprehensive capabilities for monitoring the Earth's meteorology and environment in a global, all-weather, hyperspectral, three-dimensional and quantitative manner, and is mainly used for weather forecast, climate prediction, environmental monitoring and disaster prevention and mitigation, etc.",------,,2021
2021-061B,,Jilin-01 Gaofen 3D-01 ,China,7/3/2021,,Yes,ST/SG/SER.E/1123,,in orbit,,Obtain video images of the Earth by remote sensing,------,,2021
2021-061D,,Jilin-01 Gaofen 3D-03 ,China,7/3/2021,,Yes,ST/SG/SER.E/1123,,in orbit,,Obtain video images of the Earth by remote sensing,------,,2021
2021-061A,,Jilin 1 Kuanfu-01B ,China,7/3/2021,,Yes,ST/SG/SER.E/1123,,in orbit,,Obtain video images of the Earth by remote sensing,------,,2021
2021-061E,,Xingshidai 10 ,China,7/3/2021,,Yes,ST/SG/SER.E/1123,,in orbit,,For Earth observation and imaging from space,------,,2021
2021-061C,,Jilin-01 Gaofen 3D-02 ,China,7/3/2021,,Yes,ST/SG/SER.E/1123,,in orbit,,Obtain video images of the Earth by remote sensing,------,,2021
2021-060S,48983,OWLID000235 (SL0265) [ONEWEB 0265],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,deorbited,3/29/2022,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-060C,48969,OWLID000221 (SL0251) [ONEWEB 0251],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1008/Add.1,deorbited,7/20/2022,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-060G,48973,OWLID000225 (SL0255) [ONEWEB 0255],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-060F,48972,OWLID000224 (SL0254) [ONEWEB 0254],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-060H,48974,OWLID000226 (SL0256) [ONEWEB 0256],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-060J,48975,OWLID000227 (SL0257) [ONEWEB 0257],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-060L,48977,OWLID000229 (SL0259) [ONEWEB 0259],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-060D,48970,OWLID000222 (SL0252) [ONEWEB 0252],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-060E,48971,OWLID000223 (SL0253) [ONEWEB 0253],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-060K,48976,OWLID000228 (SL0258) [ONEWEB 0258],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-060AB,48992,OWLID000244 (SL0274) [ONEWEB 0274],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-060AC,48993,OWLID000245 (SL0275) [ONEWEB 0275],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-060AA,48991,OWLID000243 (SL0273) [ONEWEB 0273],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-060AE,48995,OWLID000247 (SL0277) [ONEWEB 0277],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-060AD,48994,OWLID000246 (SL0276) [ONEWEB 0276],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-060W,48987,OWLID000239 (SL0269) [ONEWEB 0269],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-060X,48988,OWLID000240 (SL0270) [ONEWEB 0270],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-060Y,48989,OWLID000241 (SL0271) [ONEWEB 0271],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-060Z,48990,OWLID000242 (SL0272) [ONEWEB 0272],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-060U,48985,OWLID000237 (SL0267) [ONEWEB 0267],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
2021-060V,48986,OWLID000238 (SL0268) [ONEWEB 0268],United Kingdom,7/1/2021,,Yes,ST/SG/SER.E/1008,ST/SG/SER.E/1021,in orbit,,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 2021-11-15. Mentioned by the Russian Federation in ST/SG/SER.E/1021.,Link,2021
